<UNK> 1.0	SPN
ෆාමසියක 1.0	f a: m @ s i y @ k @
ෆාම් 1.0	f a: m
ෆාස්ට් 1.0	f a: s t
ෆිට් 1.0	f i t
ෆියර්ටොෆ් 1.0	f i y a r t o f
ෆිලම් 1.0	f i l a m
ෆිල්ම 1.0	f i l m @
ෆිල්ම් 1.0	f i l m
ෆිල්ම්වල 1.0	f i l m w @ l @
ෆිල්ම්වලට 1.0	f i l m w @ l @ t @
ෆිල්ම්ස් 1.0	f i l m s
ෆිල්මෙකත් 1.0	f i l m e k a t^
ෆිලුම් 1.0	f i l u m
ෆීල්ඩ්ස් 1.0	f i: l d s
ෆීල්ම් 1.0	f i: l m
ෆීස් 1.0	f i: s
ෆුකුශිමා 1.0	f u k u s^ i m a:
ෆුකුසිමාවලින් 1.0	f u k u s i m a: w @ l i n
ෆුට්බෝල් 1.0	f u t b o: l
ෆුට්බෝල්වලට 1.0	f u t b o: l w @ l @ t @
ෆුඩ් 1.0	f u d
ෆුල් 1.0	f u l
ෆූටි 1.0	f u: t i
ෆෙඩරල්වාදීනට 1.0	f e d @ r a l w a: d^ i: n @ t @
ෆෙයි 1.0	f e y i
ෆෙරෝස්ගේ 1.0	f e r o: s g e:
ෆෙස්ට් 1.0	f e s t
ෆෙස්බුක් 1.0	f e s b u k
ෆේබුක් 1.0	f e: b u k
ෆේස් 1.0	f e: s
ෆේස්බුකය 1.0	f e: s b u k @ y @
ෆේස්බුක් 1.0	f e: s b u k
ෆේස්බුක්වලට 1.0	f e: s b u k w @ l @ t @
ෆොටෝ 1.0	f o t o:
ෆොන්ට් 1.0	f o n t
ෆොන්සේකට 1.0	f o n s e: k @ t @
ෆොන්සේකත් 1.0	f o n s e: k a t^
ෆොන්සේකා 1.0	f o n s e: k a:
ෆොන්සේකාගේ 1.0	f o n s e: k a: g e:
ෆොන්සේකාට 1.0	f o n s e: k a: t @
ෆොන්සේකාත් 1.0	f o n s e: k a: t^
ෆොසිල 1.0	f o s i l @
ෆෝ 1.0	f o:
ෆෝනසේකා 1.0	f o: n @ s e: k a:
ෆෝන් 1.0	f o: n
ෆෝබියාවෙන් 1.0	f o: b i y a: w e n
ෆෝරම් 1.0	f o: r a m
අංකයපිළිබඳ 1.0	a x k @ y @ p i l i b @ nd^ @
අංගයන්ගෙන් 1.0	a x g @ y a n g e n
අංගෝපාංගයන්ගෙන් 1.0	a x g o: p a: x g @ y a n g e n
අංඟ 1.0	a x ng @
අආඩම්බර 1.0	a a: d a m b @ r @
අකමැත්ත 1.0	a k @ m ae t^ t^ @
අකමැත්තක් 1.0	a k @ m ae t^ t^ a k
අකමැත්තෙන් 1.0	a k @ m ae t^ t^ e n
අකමැත්තේන 1.0	a k @ m ae t^ t^ e: n @
අකමැති 1.0	a k @ m ae t^ i
අකමැතිම 1.0	a k @ m ae t^ i m @
අකමැතියි 1.0	a k @ m ae t^ i y i
අකරතැබ්බයකට 1.0	a k @ r @ t^ ae b b @ y @ k @ t @
අකරතැබ්බයක් 1.0	a k @ r @ t^ ae b b @ y a k
අක්කණ්ඩී 1.0	a k k a n d i:
අක්කණ්ඩීගේ 1.0	a k k a n d i: g e:
අක්කනෑ 1.0	a k k @ n ae:
අක්‍රිය 1.0	a k r i y @
අක්‍රීය 1.0	a k r i: y @
අකැප 1.0	a k ae p @
අකැමති 1.0	a k ae m @ t^ i
අකැමැත්තක් 1.0	a k ae m ae t^ t^ a k
අකැමැත්තෙන් 1.0	a k ae m ae t^ t^ e n
අකැමැත්තෙමු 1.0	a k ae m ae t^ t^ e m u
අකැමැති 1.0	a k ae m ae t^ i
අකැමැතියි 1.0	a k ae m ae t^ i y i
අකුරැස්සේ 1.0	a k u r ae s s e:
අකුරින් 1.0	a k u r i n
අකුසලයැයි 1.0	a k u s @ l @ y ae y i
අඛණ්ඩ 1.0	a k a n d @
අගතැන් 1.0	a g @ t^ ae n
අගතැන්පත් 1.0	a g @ t^ ae n p a t^
අගතීන්ගෙන් 1.0	a g @ t^ i: n g e n
අගමැති 1.0	a g @ m ae t^ i
අගමැතිකමෙන් 1.0	a g @ m ae t^ i k @ m e n
අගමැතිට 1.0	a g @ m ae t^ i t @
අගමැතිටත් 1.0	a g @ m ae t^ i t a t^
අගමැතිතුමනි 1.0	a g @ m ae t^ i t^ u m @ n i
අගමැතිතුමාගේ 1.0	a g @ m ae t^ i t^ u m a: g e:
අගමැතිතුමාට 1.0	a g @ m ae t^ i t^ u m a: t @
අගමැතිතුමෙක් 1.0	a g @ m ae t^ i t^ u m e k
අගමැතිනි 1.0	a g @ m ae t^ i n i
අගමැතිවරයා 1.0	a g @ m ae t^ i w @ r @ y a:
අගමැතිවරයාගේ 1.0	a g @ m ae t^ i w @ r @ y a: g e:
අගමැතිවරයාට 1.0	a g @ m ae t^ i w @ r @ y a: t @
අගමැතිවරිය 1.0	a g @ m ae t^ i w @ r i y @
අගවිනිසුරුවරිය 1.0	a g @ w i n i s u r u w @ r i y @
අගහිඟ 1.0	a g @ h i ng @
අග්ගඤ්ඤ 1.0	a g g a cn cn @
අග්ගඥ 1.0	a g g @ jn @
අග්‍රාණ්ඩුකාරතුමාගේ 1.0	a g r a: n d u k a: r @ t^ u m a: g e:
අගැමැතිතුමාට 1.0	a g ae m ae t^ i t^ u m a: t @
අගැයීමට 1.0	a g ae y i: m @ t @
අගෞරව 1.0	a g au r @ w @
අගෞරවයක් 1.0	a g au r @ w @ y a k
අගෞරවයට 1.0	a g au r @ w @ y @ t @
අඟ 1.0	a ng @
අඟකට 1.0	a ng @ k @ t @
අඟපසඟ 1.0	a ng @ p @ s @ ng @
අඟපසඟවල 1.0	a ng @ p @ s @ ng @ w @ l @
අඟරුවාදටඅනික් 1.0	a ng @ r u w a: d^ @ t @ a n i k
අඟල් 1.0	a ng a l
අඟවන 1.0	a ng @ w @ n @
අඟවන්න 1.0	a ng @ w a n n @
අඟවන්නයි 1.0	a ng @ w a n n a y i
අඟහරු 1.0	a ng @ h a r u
අඟහරුගේ 1.0	a ng @ h a r u g e:
අඟහරුවල 1.0	a ng @ h a r u w @ l @
අඟහරුවාදටයි 1.0	a ng @ h a r u w a: d^ @ t a y i
අඟහරුවාදා 1.0	a ng @ h a r u w a: d^ a:
අඟුරු 1.0	a ng u r u
අඟුරුවලට 1.0	a ng u r u w @ l @ t @
අඟුරුවලින් 1.0	a ng u r u w @ l i n
අඟේ 1.0	a ng e:
අඤ්ඤකොරොස් 1.0	a cn cn @ k o r o s
අඤ්ඤතත්තං 1.0	a cn cn @ t^ a t^ t^ a x
අඤ්ඤදත්ථුහර 1.0	a cn cn @ d^ a t^ t^ u h @ r @
අඤ්ඤා 1.0	a cn cn a:
අඥාදායකයින් 1.0	a jn a: d^ a: y @ k @ y i n
අඥාන 1.0	a jn a: n @
අඥානයා 1.0	a jn a: n @ y a:
අඥානයෙකි 1.0	a jn a: n @ y e k i
අඥානයෝ 1.0	a jn a: n @ y o:
අටඟි 1.0	a t @ ng i
අටපිරිකර 1.0	a t @ p i r i k @ r @
අටවැන්න 1.0	a t @ w ae n n @
අටවැනි 1.0	a t @ w ae n i
අඩන්ගු 1.0	a d a n g u
අඩුකිරීමක් 1.0	a d u k i r i: m a k
අඩුකිරීමට 1.0	a d u k i r i: m @ t @
අඩුකිරීමේ 1.0	a d u k i r i: m e:
අඩුතැන් 1.0	a d u t^ ae n
අඩුලුහුඬුකම් 1.0	a d u l u h u nd u k a m
අඩුවැඩි 1.0	a d u w ae d i
අඩුවැඩිකම් 1.0	a d u w ae d i k a m
අණ්ඩකෝෂ 1.0	a n d @ k o: s^ @
අණ්ඩය 1.0	a n d @ y @
අඬ 1.0	a nd @
අඬගහනවා 1.0	a nd @ g @ h a n @ w a:
අඬගහලා 1.0	a nd @ g @ h a l a:
අඬදබර 1.0	a nd @ d^ @ b @ r @
අඬද්දි 1.0	a nd a d^ d^ i
අඬන 1.0	a nd @ n @
අඬනව 1.0	a nd @ n @ w @
අඬනවා 1.0	a nd @ n @ w a:
අඬන්ට 1.0	a nd a n t @
අඬන්න 1.0	a nd a n n @
අඬන්නෙ 1.0	a nd a n n e
අඬබෙර 1.0	a nd @ b e r @
අඬයි 1.0	a nd a y i
අඬල 1.0	a nd @ l @
අඬලා 1.0	a nd @ l a:
අඬවන්නේ 1.0	a nd @ w a n n e:
අඬහැර 1.0	a nd @ h ae r @
අඬා 1.0	a nd a:
අඬු 1.0	a nd u
අතඇරියා 1.0	a t^ @ ae r i y a:
අතගැසුවේ 1.0	a t^ @ g ae s u w e:
අතරමඟ 1.0	a t^ @ r @ m @ ng @
අතරමඟදි 1.0	a t^ @ r @ m @ ng @ d^ i
අතරමැදියන් 1.0	a t^ @ r @ m ae d^ i y a n
අතරමැදියා 1.0	a t^ @ r @ m ae d^ i y a:
අතරමැදියාට 1.0	a t^ @ r @ m ae d^ i y a: t @
අතරින් 1.0	a t^ @ r i n
අතරිනි 1.0	a t^ @ r i n i
අතරිනුත් 1.0	a t^ @ r i n u t^
අතවැස්සෝ 1.0	a t^ @ w ae s s o:
අතවැසි 1.0	a t^ @ w ae s i
අතහරිනවය 1.0	a t^ @ h a r i n @ w @ y @
අතහරින්න 1.0	a t^ @ h a r i n n @
අතහරින්නේ 1.0	a t^ @ h a r i n n e:
අතහරියි 1.0	a t^ @ h a r i y i
අතහැර 1.0	a t^ @ h ae r @
අතහැරල 1.0	a t^ @ h ae r @ l @
අතහැරලා 1.0	a t^ @ h ae r @ l a:
අතහැරිය 1.0	a t^ @ h ae r i y @
අතහැරියේ 1.0	a t^ @ h ae r i y e:
අතහැරීමට 1.0	a t^ @ h ae r i: m @ t @
අතහැරීමෙන් 1.0	a t^ @ h ae r i: m e n
අත්දැක 1.0	a t^ d^ ae k @
අත්දැකිය 1.0	a t^ d^ ae k i y @
අත්දැකීම 1.0	a t^ d^ ae k i: m @
අත්දැකීමක් 1.0	a t^ d^ ae k i: m a k
අත්දැකීමකි 1.0	a t^ d^ ae k i: m @ k i
අත්දැකීම් 1.0	a t^ d^ ae k i: m
අත්දැකීම්වල 1.0	a t^ d^ ae k i: m w @ l @
අත්දැකීමෙන් 1.0	a t^ d^ ae k i: m e n
අත්දැකීමේ 1.0	a t^ d^ ae k i: m e:
අත්දෑකීම් 1.0	a t^ d^ ae: k i: m
අත්වැඩ 1.0	a t^ w ae d @
අත්වැරදීමකින් 1.0	a t^ w ae r @ d^ i: m @ k i n
අත්වැරැද්දක් 1.0	a t^ w ae r ae d^ d^ a k
අත්වැලක් 1.0	a t^ w ae l a k
අත්වැල් 1.0	a t^ w ae l
අත්විඳි 1.0	a t^ w i nd^ i
අත්විඳින 1.0	a t^ w i nd^ i n @
අත්විඳිනවා 1.0	a t^ w i nd^ i n @ w a:
අත්විඳින්නක් 1.0	a t^ w i nd^ i n n a k
අත්විඳින්නට 1.0	a t^ w i nd^ i n n @ t @
අත්විඳිනු 1.0	a t^ w i nd^ i n u
අත්විඳිමින් 1.0	a t^ w i nd^ i m i n
අත්විඳීන්නට 1.0	a t^ w i nd^ i: n n @ t @
අත්විඳීනුයේ 1.0	a t^ w i nd^ i: n u y e:
අත්විඳීමක් 1.0	a t^ w i nd^ i: m a k
අත්විඳීමට 1.0	a t^ w i nd^ i: m @ t @
අත්හදාබැලීමක් 1.0	a t^ h @ d^ a: b ae l i: m a k
අත්හරින 1.0	a t^ h @ r i n @
අත්හරිනවා 1.0	a t^ h @ r i n @ w a:
අත්හැර 1.0	a t^ h ae r @
අත්හැරපු 1.0	a t^ h ae r @ p u
අත්හැරයාම 1.0	a t^ h ae r @ y a: m @
අත්හැරල 1.0	a t^ h ae r @ l @
අත්හැරලා 1.0	a t^ h ae r @ l a:
අත්හැරියා 1.0	a t^ h ae r i y a:
අත්හැරීම 1.0	a t^ h ae r i: m @
අත්හැරීමට 1.0	a t^ h ae r i: m @ t @
අත්හැරෙන්නට 1.0	a t^ h ae r e n n @ t @
අතාරිනවා 1.0	a t^ a: r i n @ w a:
අතාරින් 1.0	a t^ a: r i n
අතාරින්න 1.0	a t^ a: r i n n @
අතාරින්නෙ 1.0	a t^ a: r i n n e
අතාරින්නේ 1.0	a t^ a: r i n n e:
අතැති 1.0	a t^ ae t^ i
අතැතිවයි 1.0	a t^ ae t^ i w a y i
අතැම් 1.0	a t^ ae m
අතැඹුලක් 1.0	a t^ ae mb u l a k
අතැරල 1.0	a t^ ae r @ l @
අතැරලා 1.0	a t^ ae r @ l a:
අතෑරල 1.0	a t^ ae: r @ l @
අතෑරලා 1.0	a t^ ae: r @ l a:
අතෑරියා 1.0	a t^ ae: r i y a:
අතෑරිල්ලක්නම් 1.0	a t^ ae: r i l l a k n a m
අතිධාවනකාරී 1.0	a t^ i d^ a: w @ n @ k a: r i:
අතින්ගත් 1.0	a t^ i n g a t^
අතින්ගෙන 1.0	a t^ i n g e n @
අතිපණ්ඩිත 1.0	a t^ i p a n d i t^ @
අතිරික්ත 1.0	a t^ i r i k t^ @
අතිසම්භාවනීය 1.0	a t^ i s a m b a: w @ n i: y @
අතුගෑවිලා 1.0	a t^ u g ae: w i l a:
අතුගෑවී 1.0	a t^ u g ae: w i:
අතුරින් 1.0	a t^ u r i n
අතුරුගිරිය 1.0	a t^ u r u g i r i y @
අදඋදෑ 1.0	a d^ @ u d^ ae:
අදකොළඹ 1.0	a d^ @ k o l @ mb @
අදවැනි 1.0	a d^ @ w ae n i
අද්දැකීම 1.0	a d^ d^ ae k i: m @
අද්දැකීම් 1.0	a d^ d^ ae k i: m
අදිරිමත් 1.0	a d^ i r i m a t^
අධර්මවාදීන්ගේ 1.0	a d^ a r m @ w a: d^ i: n g e:
අධ්‍යක්ෂවරුන්ගේ 1.0	a d^ y a k s^ @ w @ r u n g e:
අධ්‍යාපඥයෝ 1.0	a d^ y a: p @ jn @ y o:
අධිකාරි 1.0	a d^ i k a: r i
අධිකාරිය 1.0	a d^ i k a: r i y @
අධිකාරියක් 1.0	a d^ i k a: r i y a k
අධිකාරියට 1.0	a d^ i k a: r i y @ t @
අධිකාරියේ 1.0	a d^ i k a: r i y e:
අධිකාරී 1.0	a d^ i k a: r i:
අධිකාරීමය 1.0	a d^ i k a: r i: m @ y @
අධිකාරීවරු 1.0	a d^ i k a: r i: w @ r u
අධිපඤ්ඤා 1.0	a d^ i p a cn cn a:
අධිබලැති 1.0	a d^ i b @ l ae t^ i
අධිරාජ්‍යවාදීන්ගෙන් 1.0	a d^ i r a: j j y @ w a: d^ i: n g e n
අධිරාජ්‍යවාදීන්ගේ 1.0	a d^ i r a: j j y @ w a: d^ i: n g e:
අධෛර්ය 1.0	a d^ ai r y @
අධෛර්යට 1.0	a d^ ai r y @ t @
අධෛර්යමත් 1.0	a d^ ai r y @ m a t^
අධෛර්යයමත් 1.0	a d^ ai r y @ y @ m a t^
අනගාරික 1.0	a n @ g a: r i k @
අනතුරින් 1.0	a n @ t^ u r i n
අනඳ 1.0	a n @ nd^ @
අනර්ථකාරි 1.0	a n a r t^ @ k a: r i
අන්ජනමක් 1.0	a n j @ n @ m a k
අන්ජනම් 1.0	a n j @ n a m
අන්ජන් 1.0	a n j a n
අන්ඩක් 1.0	a n d a k
අන්ඩුවෙන් 1.0	a n d u w e n
අන්තඃපුර 1.0	a n t^ a h p u r @
අන්තඃපුරය 1.0	a n t^ a h p u r @ y @
අන්තඃපුරයක් 1.0	a n t^ a h p u r @ y a k
අන්ද 1.0	a n d^ @
අන්දකාරෙ 1.0	a n d^ @ k a: r e
අන්දගත්තේ 1.0	a n d^ @ g a t^ t^ e:
අන්දනවා 1.0	a n d^ @ n @ w a:
අන්දන්න 1.0	a n d^ a n n @
අන්දම 1.0	a n d^ @ m @
අන්දමක 1.0	a n d^ @ m @ k @
අන්දමට 1.0	a n d^ @ m @ t @
අන්දමටයි 1.0	a n d^ @ m @ t a y i
අන්දමයි 1.0	a n d^ @ m a y i
අන්දම් 1.0	a n d^ a m
අන්දමින් 1.0	a n d^ @ m i n
අන්දමේ 1.0	a n d^ @ m e:
අන්දරය 1.0	a n d^ @ r @ y @
අන්දවන්න 1.0	a n d^ @ w a n n @
අන්දවමින් 1.0	a n d^ @ w @ m i n
අන්දවලා 1.0	a n d^ @ w @ l a:
අන්දවෙලා 1.0	a n d^ @ w e l a:
අන්දින 1.0	a n d^ i n @
අන්දුන් 1.0	a n d^ u n
අන්ධ 1.0	a n d^ @
අන්ධකාරය 1.0	a n d^ @ k a: r @ y @
අන්ධයි 1.0	a n d^ a y i
අන්ධාණුකරණයෙන් 1.0	a n d^ a: n u k @ r @ n @ y e n
අන්ධානුකරණ 1.0	a n d^ a: n u k @ r @ n @
අන්ධානුකරණය 1.0	a n d^ a: n u k @ r @ n @ y @
අන්‍යයන්ගේ 1.0	a n y @ y a n g e:
අනාථපිණ්ඩික 1.0	a n a: t^ @ p i n d i k @
අනාවැකි 1.0	a n a: w ae k i
අනාවැකිවලට 1.0	a n a: w ae k i w @ l @ t @
අනුඛණ්ඩයට 1.0	a n u k a n d @ y @ t @
අනුග්‍රහ 1.0	a n u g g r a h a
අනුග්‍රහය 1.0	a n u g g r a h a y @
අනුග්‍රහයක් 1.0	a n u g g r a h a y a k
අනුග්‍රහයට 1.0	a n u g g r a h a y @ t @
අනුග්‍රහයෙන් 1.0	a n u g g r a h a y e n
අනුග්‍රහාකත්වයෙන් 1.0	a n u g g r a h a: k a t^ w @ y e n
අනුගාමිකයින්ගේ 1.0	a n u g a: m i k @ y i n g e:
අනුඟත 1.0	a n u ng @ t^ @
අනුදැන 1.0	a n u d^ ae n @
අනුදැනුම 1.0	a n u d^ ae n u m @
අනුන්ගෙ 1.0	a n u n g e
අනුන්ගෙන් 1.0	a n u n g e n
අනුන්ගේ 1.0	a n u n g e:
අනුපන්දහසක් 1.0	a n u p a n d^ @ h a s a k
අනුමණ්ඩලය 1.0	a n u m a n d @ l @ y @
අනුමණ්ඩලයක් 1.0	a n u m a n d @ l @ y a k
අනුමණ්ඩලයට 1.0	a n u m a n d @ l @ y @ t @
අනුමණ්ඩලයේ 1.0	a n u m a n d @ l @ y e:
අනුමැතිය 1.0	a n u m ae t^ i y @
අනුමැතියක් 1.0	a n u m ae t^ i y a k
අනුමැතියට 1.0	a n u m ae t^ i y @ t @
අනුමැතියත් 1.0	a n u m ae t^ i y a t^
අනුමැතියෙන් 1.0	a n u m ae t^ i y e n
අනුශාසනාවන්ගේ 1.0	a n u s^ a: s @ n a: w a n g e:
අනුසැකසූ 1.0	a n u s ae k @ s u:
අනෙඤ්ඡාහි 1.0	a n e cn c^ a: h i
අනෙපිඬු 1.0	a n e p i nd u
අනේපිඬු 1.0	a n e: p i nd u
අඳ 1.0	a nd^ @
අඳබල් 1.0	a nd^ @ b a l
අඳබාල 1.0	a nd^ @ b a: l @
අඳින 1.0	a nd^ i n @
අඳිනකොට 1.0	a nd^ i n @ k o t @
අඳිනවා 1.0	a nd^ i n @ w a:
අඳින්ට 1.0	a nd^ i n t @
අඳින්න 1.0	a nd^ i n n @
අඳින්නට 1.0	a nd^ i n n @ t @
අඳින්නැත්තෙ 1.0	a nd^ i n n ae t^ t^ e
අඳින්නෙ 1.0	a nd^ i n n e
අඳින්නෙත් 1.0	a nd^ i n n e t^
අඳින්නේ 1.0	a nd^ i n n e:
අඳියි 1.0	a nd^ i y i
අඳීන 1.0	a nd^ i: n @
අඳුණා 1.0	a nd^ u n a:
අඳුන 1.0	a nd^ u n @
අඳුනගත්තා 1.0	a nd^ u n @ g a t^ t^ a:
අඳුනගන්න 1.0	a nd^ u n @ g a n n @
අඳුනගන්නවා 1.0	a nd^ u n @ g a n n @ w a:
අඳුනගෙන 1.0	a nd^ u n @ g e n @
අඳුනන 1.0	a nd^ u n @ n @
අඳුනනවා 1.0	a nd^ u n @ n @ w a:
අඳුන් 1.0	a nd^ u n
අඳුන්වලා 1.0	a nd^ u n w @ l a:
අඳුනා 1.0	a nd^ u n a:
අඳුනාගත් 1.0	a nd^ u n a: g a t^
අඳුමක් 1.0	a nd^ u m a k
අඳුර 1.0	a nd^ u r @
අඳුරගන්න 1.0	a nd^ u r @ g a n n @
අඳුරට 1.0	a nd^ u r @ t @
අඳුරත් 1.0	a nd^ u r a t^
අඳුරන 1.0	a nd^ u r @ n @
අඳුරනව 1.0	a nd^ u r @ n @ w @
අඳුරන්නෙත් 1.0	a nd^ u r a n n e t^
අඳුර් 1.0	a nd^ u r
අඳුරින් 1.0	a nd^ u r i n
අඳුරු 1.0	a nd^ u r u
අඳුරුයි 1.0	a nd^ u r u y i
අඳුරෙ 1.0	a nd^ u r e
අඳුරෙන් 1.0	a nd^ u r e n
අඳුරෙහි 1.0	a nd^ u r e h i
අඳුරේ 1.0	a nd^ u r e:
අඳෝනා 1.0	a nd^ o: n a:
අඳෝනාව 1.0	a nd^ o: n a: w @
අඳෝනාවක් 1.0	a nd^ o: n a: w a k
අපරාධකරුවන්ගේ 1.0	a p @ r a: d^ @ k a r u w a n g e:
අපරාධකාරයන්ගෙන් 1.0	a p @ r a: d^ @ k a: r @ y a n g e n
අපරාධකාරිත්වය 1.0	a p @ r a: d^ @ k a: r i t^ w @ y @
අපරාපරිය 1.0	a p @ r a: p @ r i y @
අපරැක්කේ 1.0	a p @ r ae k k e:
අපරිමාණ 1.0	a p @ r i m a: n @
අපරිමාණං 1.0	a p @ r i m a: n a x
අපරිමිත 1.0	a p @ r i m i t^ @
අපරිහානීය 1.0	a p @ r i h a: n i: y @
අපරීක්ෂාකාරී 1.0	a p @ r i: k s^ a: k a: r i:
අප්පිරිය 1.0	a p p i r i y @
අප්පිරියා 1.0	a p p i r i y a:
අප්පිරියාවෙන් 1.0	a p p i r i y a: w e n
අප්සාරි 1.0	a p s a: r i
අප්‍රිකා 1.0	a p r i k a:
අප්‍රිකාණු 1.0	a p r i k a: n u
අප්‍රිකානු 1.0	a p r i k a: n u
අප්‍රිකානුවන් 1.0	a p r i k a: n u w a n
අප්‍රිකාව 1.0	a p r i k a: w @
අප්‍රිකාවේ 1.0	a p r i k a: w e:
අප්‍රිය 1.0	a p r i y @
අප්‍රියජනක 1.0	a p r i y @ j @ n @ k @
අප්‍රියදායක 1.0	a p r i y @ d^ a: y @ k @
අප්‍රියෙල් 1.0	a p r i y e l
අපැහැදිලි 1.0	a p ae h ae d^ i l i
අපැහැදිලියි 1.0	a p ae h ae d^ i l i y i
අපිරිමිත 1.0	a p i r i m i t^ @
අපිරිමිතයි 1.0	a p i r i m i t^ a y i
අපිරිසිදු 1.0	a p i r i s i d^ u
අපිරිසුදු 1.0	a p i r i s u d^ u
